"","Style","Brewery_id","Beer_Name","Beer_ID","ABV","IBU","Ounces","Brewery_Name","City","State"
"1234","English India Pale Ale (IPA)",216,"Brutus",2116,0.071,69,12,"Texian Brewing Co.","Richmond"," TX"
"1237","Witbier",218,"What the Butler Saw",2111,0.05,18,12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"1238","American IPA",218,"1916 Shore Shiver",2110,0.069,65,12,"Forgotten Boardwalk","Cherry Hill"," NJ"
"1239","Cream Ale",219,"Laughing Dog Cream Ale",2108,0.05,12,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"1240","American Pilsner",219,"Two-One Niner",1397,0.048,9,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"1241","American IPA",219,"Laughing Dog IPA",1396,0.064,66,12,"Laughing Dog Brewing Company","Ponderay"," ID"
"1242","American Porter",220,"Plum St. Porter",2107,0.06,52,12,"Bozeman Brewing Company","Bozeman"," MT"
"1243","American Porter",220,"Plum St. Porter",1573,0.057,52,12,"Bozeman Brewing Company","Bozeman"," MT"
"1244","American IPA",220,"Bozone HopZone IPA",1289,0.07,80,12,"Bozeman Brewing Company","Bozeman"," MT"
"1245","Hefeweizen",220,"Bozone Hefe Weizen",1288,0.06,25,12,"Bozeman Brewing Company","Bozeman"," MT"
"1247","American Strong Ale",221,"Aprè Shred",2104,0.081,17,16,"Big Choice Brewing","Broomfield"," CO"
"1248","American Double / Imperial IPA",221,"Hemlock Double IPA",1762,0.095,104,12,"Big Choice Brewing","Broomfield"," CO"
"1250","American Amber / Red Ale",221,"Disconnected Red",1067,0.067,85,16,"Big Choice Brewing","Broomfield"," CO"
"1251","American IPA",222,"Arcus IPA",2096,0.069,81,12,"Big Storm Brewing Company","Odessa"," FL"
"1252","American Amber / Red Ale",222,"Wavemaker",2095,0.058,38,12,"Big Storm Brewing Company","Odessa"," FL"
"1253","American Black Ale",223,"Epitome",2094,0.099,100,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"1254","Berliner Weissbier",223,"Monkey Chased the Weasel",1941,0.039,9,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"1255","American Double / Imperial IPA",223,"077XX",1940,0.078,80,16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"1256","American IPA",223,"Boat Beer",1439,0.042,35,12,"Carton Brewing Company","Atlantic Highlands"," NJ"
"1257","American IPA",224,"Pleasure Town",2093,0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"1258","American IPA",224,"Pleasure Town IPA",1814,0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"1259","Witbier",224,"Snowshoe White Ale",587,0.048,12,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"1260","American Brown Ale",224,"Kodiak Brown Ale",586,0.05,24,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"1261","American IPA",224,"Sockeye Red IPA",434,0.057,70,12,"Midnight Sun Brewing Company","Anchorage"," AK"
"1262","American Pale Ale (APA)",225,"Trail Head",2089,0.063,55,12,"Fat Head's Brewery","Middleburg Heights"," OH"
"1263","American IPA",225,"Hop Stalker Fresh Hop IPA",2088,0.07,80,16,"Fat Head's Brewery","Middleburg Heights"," OH"
"1264","Witbier",226,"Blood Orange Wit",2087,0.05,16,16,"Refuge Brewery","Temecula"," CA"
"1265","American Strong Ale",227,"8 Barrel",2080,0.08,69,16,"Chatham Brewing","Chatham"," NY"
"1266","Märzen / Oktoberfest",227,"Oktoberfest",2079,0.055,40,16,"Chatham Brewing","Chatham"," NY"
"1268","American Blonde Ale",228,"The Tradition",1809,0.05,15,12,"DC Brau Brewing Company","Washington"," DC"
"1269","Hefeweizen",228,"El Hefe Speaks",1263,0.053,11,12,"DC Brau Brewing Company","Washington"," DC"
"1271","American Double / Imperial IPA",228,"On the Wings of Armageddon",851,0.092,115,12,"DC Brau Brewing Company","Washington"," DC"
"1272","American IPA",228,"The Corruption",186,0.065,80,12,"DC Brau Brewing Company","Washington"," DC"
"1275","American IPA",229,"No Wake IPA",2077,0.072,50,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"1276","American Blonde Ale",229,"Boathouse Blonde",2076,0.049,15,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"1277","American Amber / Red Ale",229,"Cedar Point",2075,0.05,26,12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"1285","Pumpkin Ale",231,"Imperial Pumpkin Stout",2068,0.099,43,16,"Cape Ann Brewing Company","Gloucester"," MA"
"1286","American Double / Imperial IPA",231,"Dead-Eye DIPA",2067,0.09,130,16,"Cape Ann Brewing Company","Gloucester"," MA"
"1287","American IPA",231,"Fisherman's IPA",2066,0.055,64,12,"Cape Ann Brewing Company","Gloucester"," MA"
"1288","German Pilsener",231,"Fisherman's Pils",2065,0.054,35,12,"Cape Ann Brewing Company","Gloucester"," MA"
"1289","American Amber / Red Ale",231,"Fisherman's Brew",2064,0.055,30,12,"Cape Ann Brewing Company","Gloucester"," MA"
"1290","American Porter",232,"Noche Dulce",2062,0.071,16,16,"Borderlands Brewing Company","Tucson"," AZ"
"1292","Hefeweizen",234,"Weize Guy",2060,0.05,15,12,"Joseph James Brewing Company","Henderson"," NV"
"1293","American Pale Ale (APA)",234,"Fox Tail Gluten Free Ale",469,0.05,50,12,"Joseph James Brewing Company","Henderson"," NV"
"1294","American Double / Imperial IPA",234,"Hop Box Imperial IPA",468,0.093,90,12,"Joseph James Brewing Company","Henderson"," NV"
"1295","American Adjunct Lager",234,"Joseph James American Lager",467,0.052,15,12,"Joseph James Brewing Company","Henderson"," NV"
"1296","Herbed / Spiced Beer",235,"UFO Gingerland",2059,0.052,15,12,"Harpoon Brewery","Boston"," MA"
"1297","American White IPA",235,"The Long Thaw White IPA",1653,0.062,45,12,"Harpoon Brewery","Boston"," MA"
"1298","Kölsch",235,"Harpoon Summer Beer",1380,0.05,28,12,"Harpoon Brewery","Boston"," MA"
"1299","American IPA",235,"Harpoon IPA",1379,0.059,42,12,"Harpoon Brewery","Boston"," MA"
"1300","Pumpkin Ale",235,"UFO Pumpkin",1340,0.059,20,12,"Harpoon Brewery","Boston"," MA"
"1301","Märzen / Oktoberfest",235,"Harpoon Octoberfest",1313,0.055,30,12,"Harpoon Brewery","Boston"," MA"
"1302","American IPA",235,"Harpoon IPA (2012)",770,0.059,42,12,"Harpoon Brewery","Boston"," MA"
"1303","Kölsch",235,"Harpoon Summer Beer (2012)",769,0.05,28,12,"Harpoon Brewery","Boston"," MA"
"1304","American Pale Wheat Ale",235,"UFO White",610,0.048,10,12,"Harpoon Brewery","Boston"," MA"
"1305","Kölsch",235,"Harpoon Summer Beer (2010)",192,0.05,28,12,"Harpoon Brewery","Boston"," MA"
"1306","American IPA",235,"Harpoon IPA (2010)",126,0.059,42,12,"Harpoon Brewery","Boston"," MA"
"1313","American Stout",237,"Black Me Stout",2056,0.06,45,12,"Champion Brewing Company","Charlottesville"," VA"
"1314","Kölsch",237,"Killer Kolsch",2055,0.05,22,12,"Champion Brewing Company","Charlottesville"," VA"
"1315","American IPA",237,"Missile IPA",1933,0.07,65,12,"Champion Brewing Company","Charlottesville"," VA"
"1316","American Pale Ale (APA)",238,"Bravo Four Point",2051,0.044,45,12,"Devil's Backbone Brewing Company","Lexington"," VA"
"1317","American Pale Ale (APA)",238,"Striped Bass Pale Ale",1201,0.052,26,12,"Devil's Backbone Brewing Company","Lexington"," VA"
"1318","Cream Ale",239,"Cream Ale",2050,0.042,35,12,"Newburgh Brewing Company","Newburgh"," NY"
"1320","American IPA",240,"Ananda India Pale Ale",1470,0.062,61,12,"Wiseacre Brewing Company","Memphis"," TN"
"1321","American Pilsner",240,"Tiny Bomb",1469,0.045,23,12,"Wiseacre Brewing Company","Memphis"," TN"
"1322","American Pale Lager",241,"Might As Well IPL",2045,0.072,75,16,"Golden Road Brewing","Los Angeles"," CA"
"1323","Saison / Farmhouse Ale",241,"Saison Pamplemousse",1960,0.058,35,12,"Golden Road Brewing","Los Angeles"," CA"
"1324","American IPA",241,"2020 IPA",1777,0.074,74,16,"Golden Road Brewing","Los Angeles"," CA"
"1325","American IPA",241,"Wolf Among Weeds IPA",1698,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"1326","American IPA",241,"Better Weather IPA",1641,0.094,92,16,"Golden Road Brewing","Los Angeles"," CA"
"1327","American IPA",241,"Point the Way IPA",1490,0.059,60,16,"Golden Road Brewing","Los Angeles"," CA"
"1328","Hefeweizen",241,"Golden Road Hefeweizen",1489,0.046,15,16,"Golden Road Brewing","Los Angeles"," CA"
"1329","American IPA",241,"Heal the Bay IPA",1399,0.068,65,16,"Golden Road Brewing","Los Angeles"," CA"
"1330","American IPA",241,"Point the Way IPA",1296,0.059,60,12,"Golden Road Brewing","Los Angeles"," CA"
"1332","American Brown Ale",241,"Get Up Offa That Brown",991,0.055,20,16,"Golden Road Brewing","Los Angeles"," CA"
"1333","American IPA",241,"Burning Bush Smoked IPA",750,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"1334","American IPA",241,"Wolf Among Weeds IPA (2012)",749,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA"
"1335","American IPA",241,"Point the Way IPA (2012)",549,0.059,60,16,"Golden Road Brewing","Los Angeles"," CA"
"1336","Hefeweizen",241,"Golden Road Hefeweizen (2012)",548,0.046,15,16,"Golden Road Brewing","Los Angeles"," CA"
"1337","Dunkelweizen",242,"Skylight",2043,0.056,20,12,"New Republic Brewing Company","College Station"," TX"
"1338","American Blonde Ale",242,"Kadigan",2042,0.056,30,12,"New Republic Brewing Company","College Station"," TX"
"1339","American Amber / Red Ale",242,"Dammit Jim!",2041,0.052,50,12,"New Republic Brewing Company","College Station"," TX"
"1340","American IPA",243,"Infamous IPA",2038,0.07,75,12,"Infamous Brewing Company","Austin"," TX"
"1341","Cream Ale",243,"Hijack",1774,0.055,20,12,"Infamous Brewing Company","Austin"," TX"
"1343","German Pilsener",245,"Getaway",2036,0.052,30,16,"Lift Bridge Brewing Company","Stillwater"," MN"
"1344","Saison / Farmhouse Ale",245,"Farm Girl Saison",1168,0.06,30,16,"Lift Bridge Brewing Company","Stillwater"," MN"
"1345","English Dark Mild Ale",246,"Pub Ale",2033,0.038,18,12,"Lucky Town Brewing Company","Jackson"," MS"
"1346","Belgian Pale Ale",246,"Ballistic Blonde",2032,0.051,31,12,"Lucky Town Brewing Company","Jackson"," MS"
"1347","Belgian Pale Ale",247,"Golden Fleece",2031,0.045,35,12,"Quest Brewing Company","Greenville"," SC"
"1348","American Porter",247,"Smoking Mirror",2030,0.055,30,12,"Quest Brewing Company","Greenville"," SC"
"1349","American IPA",248,"Tropicalia",2029,0.065,65,12,"Creature Comforts","Athens"," GA"
"1351","American IPA",249,"Pursuit",2026,0.07,40,12,"Half Full Brewery","Stamford"," CT"
"1352","American Blonde Ale",249,"Half Full Bright Ale",1361,0.052,18,12,"Half Full Brewery","Stamford"," CT"
"1355","Fruit / Vegetable Beer",251,"Ale Cider",2018,0.065,8,16,"Chapman's Brewing","Angola"," IN"
"1356","American Pale Ale (APA)",251,"Pail Ale",2017,0.055,30,16,"Chapman's Brewing","Angola"," IN"
"1358","American IPA",252,"Barrio Blanco",2005,0.06,60,12,"Barrio Brewing Company","Tucson"," AZ"
"1360","American Double / Imperial IPA",253,"Giant DIPA",2002,0.089,88,16,"Santa Cruz Mountain Brewing","Santa Cruz"," CA"
"1364","American IPA",254,"Batch 69 IPA",1556,0.069,69,12,"Frankenmuth Brewery","Frankenmuth"," MI"
"1365","Munich Helles Lager",254,"Twisted Helles Summer Lager",1208,0.055,18,12,"Frankenmuth Brewery","Frankenmuth"," MI"
"1370","American Black Ale",257,"Sobek & Set",1664,0.08,80,16,"Finch's Beer Company","Chicago"," IL"
"1372","American Pale Wheat Ale",257,"Wet Hot American Wheat Ale",1662,0.05,22,16,"Finch's Beer Company","Chicago"," IL"
"1374","American Amber / Red Ale",257,"Fascist Pig Ale",935,0.08,72,16,"Finch's Beer Company","Chicago"," IL"
"1379","Bock",258,"LuckenBock",1972,0.07,18,16,"South Austin Brewery","South Austin"," TX"
"1380","American IPA",258,"Texas Pale Ale (TPA)",1971,0.055,40,16,"South Austin Brewery","South Austin"," TX"
"1382","Kölsch",258,"Kol' Beer",1969,0.05,22,16,"South Austin Brewery","South Austin"," TX"
"1383","California Common / Steam Beer",259,"Wagon Party",1966,0.054,55,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"1384","American IPA",259,"Sky-Five",1965,0.067,70,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"1385","Schwarzbier",259,"Stargrazer",1964,0.05,28,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"1386","German Pilsener",259,"Wonderstuff",1963,0.054,48,12,"Bauhaus Brew Labs","Minneapolis"," MN"
"1387","American Pale Ale (APA)",260,"Ozark American Pale Ale",1961,0.04,39,12,"Ozark Beer Company","Rogers"," AR"
"1389","American Pale Ale (APA)",262,"Overgrown American Pale Ale",1946,0.055,55,12,"Otter Creek Brewing","Waterbury"," VT"
"1397","American IPA",265,"Modus Hoperandi",1521,0.068,65,12,"Ska Brewing Company","Durango"," CO"
"1398","American Stout",265,"Estival Cream Stout",1297,0.058,15,12,"Ska Brewing Company","Durango"," CO"
"1402","American Pale Lager",265,"Mexican Logger",386,0.042,18,12,"Ska Brewing Company","Durango"," CO"
"1405","Extra Special / Strong Bitter (ESB)",265,"ESB Special Ale",68,0.057,58,12,"Ska Brewing Company","Durango"," CO"
"1406","American IPA",265,"Modus Hoperandi",67,0.068,65,12,"Ska Brewing Company","Durango"," CO"
"1407","American IPA",266,"Almanac IPA",1938,0.062,72,12,"Tractor Brewing Company","Albuquerque"," NM"
"1409","American Amber / Red Ale",266,"Farmer's Tan Red Ale",1936,0.06,30,12,"Tractor Brewing Company","Albuquerque"," NM"
"1411","American Pale Wheat Ale",267,"Summer Session Ale",1930,0.05,61,12,"Peak Organic Brewing Company","Portland"," ME"
"1412","American Amber / Red Ale",268,"Cape Cod Red",1928,0.055,35,16,"Cape Cod Beer","Hyannis"," MA"
"1413","American Blonde Ale",268,"Beach Blonde",1927,0.049,10,16,"Cape Cod Beer","Hyannis"," MA"
"1414","English India Pale Ale (IPA)",269,"Long Trail IPA",1926,0.059,42,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"1415","American Amber / Red Ale",269,"Long Trail Ale",1924,0.046,30,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"1416","Altbier",269,"Double Bag",1090,0.072,33,16,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"1417","Fruit / Vegetable Beer",269,"Blackbeary Wheat",574,0.04,8,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"1418","Altbier",269,"Long Trail Ale (1)",573,0.046,30,12,"Long Trail Brewing Company","Bridgewater Corners"," VT"
"1419","American Pale Ale (APA)",270,"Commotion APA",1923,0.052,49,12,"Great Raft Brewing Company","Shreveport"," LA"
"1421","American Pale Ale (APA)",271,"Freeride APA",1921,0.053,40,12,"Alaskan Brewing Company","Juneau"," AK"
"1422","Altbier",271,"Alaskan Amber",1920,0.053,18,12,"Alaskan Brewing Company","Juneau"," AK"
"1429","American Double / Imperial IPA",273,"Heady Topper",1111,0.08,120,16,"The Alchemist","Waterbury"," VT"
"1430","American Double / Imperial IPA",273,"Heady Topper",379,0.08,120,16,"The Alchemist","Waterbury"," VT"
"1431","Irish Red Ale",274,"Hydraulion Red",1913,0.053,22,12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"1432","American IPA",274,"40 Mile IPA",1912,0.06,50,12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"1434","American White IPA",276,"Fresh Slice White IPA",1908,0.055,45,12,"Otter Creek Brewing","Middlebury"," VT"
"1435","American Blonde Ale",277,"Montauk Summer Ale",1907,0.056,28,12,"Montauk Brewing Company","Montauk"," NY"
"1436","Extra Special / Strong Bitter (ESB)",277,"Driftwood Ale",1906,0.06,49,12,"Montauk Brewing Company","Montauk"," NY"
"1437","American IPA",278,"Let It Ride IPA",1903,0.068,90,12,"Indeed Brewing Company","Minneapolis"," MN"
"1438","Winter Warmer",278,"Stir Crazy Winter Ale",1691,0.065,22,12,"Indeed Brewing Company","Minneapolis"," MN"
"1439","Fruit / Vegetable Beer",278,"Sweet Yamma Jamma Ale",1555,0.05,10,12,"Indeed Brewing Company","Minneapolis"," MN"
"1440","American Pale Wheat Ale",278,"Shenanigans Summer Ale",1115,0.046,27,12,"Indeed Brewing Company","Minneapolis"," MN"
"1441","American Black Ale",278,"Midnight Ryder",729,0.065,80,12,"Indeed Brewing Company","Minneapolis"," MN"
"1442","American Pale Ale (APA)",278,"Day Tripper Pale Ale",728,0.054,45,12,"Indeed Brewing Company","Minneapolis"," MN"
"1443","English India Pale Ale (IPA)",279,"Lost Sailor IPA",1900,0.055,40,12,"Berkshire Brewing Company","South Deerfield"," MA"
"1444","American Pale Ale (APA)",279,"Steel Rail Extra Pale Ale",1317,0.053,20,12,"Berkshire Brewing Company","South Deerfield"," MA"
"1449","Belgian IPA",281,"Groupe G",1895,0.076,65,16,"Headlands Brewing Company","Mill Valley"," CA"
"1450","American Pale Lager",281,"Pt. Bonita Rustic Lager",1894,0.062,40,16,"Headlands Brewing Company","Mill Valley"," CA"
"1451","American Double / Imperial IPA",281,"Hill 88 Double IPA",1893,0.088,77,16,"Headlands Brewing Company","Mill Valley"," CA"
"1452","American IPA",282,"Longhop IPA",1891,0.042,30,16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"1453","Irish Dry Stout",282,"Lucky Buck",1890,0.04,34,16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"1457","American IPA",284,"Thrasher Session India Pale Ale",1886,0.045,44,12,"Defiance Brewing Company","Hays"," KS"
"1458","English Pale Mild Ale",284,"Gutch English Style Mild Ale",1885,0.05,16,12,"Defiance Brewing Company","Hays"," KS"
"1459","American Double / Imperial IPA",285,"Hop Freak",1884,0.087,80,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1460","American Amber / Red Ale",285,"Louie's Demise Amber Ale",1272,0.051,24,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1461","American IPA",285,"Hop Happy",1080,0.075,51,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1462","Saison / Farmhouse Ale",285,"Booyah Farmhouse Ale",932,0.065,20,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1464","Vienna Lager",285,"Flaming Damsel Lager (2010)",172,0.048,18,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1465","American Amber / Red Ale",285,"Louie’s Demise Immort-Ale (2010)",171,0.051,24,16,"Milwaukee Brewing Company","Milwaukee"," WI"
"1466","Witbier",286,"Whitecap Wit",1882,0.048,16,16,"Catawba Island Brewing","Port Clinton"," OH"
"1467","Scottish Ale",286,"Seiche Scottish Ale",1881,0.078,16,16,"Catawba Island Brewing","Port Clinton"," OH"
"1469","American Pale Ale (APA)",287,"Naked Pig Pale Ale",1875,0.06,43,12,"Back Forty Beer Company","Gadsden"," AL"
"1470","American IPA",288,"El Chingon IPA",1874,0.076,73,12,"Four Corners Brewing Company","Dallas"," TX"
"1471","American Porter",288,"Block Party Robust Porter",1873,0.057,40,12,"Four Corners Brewing Company","Dallas"," TX"
"1472","American Blonde Ale",288,"Local Buzz",1872,0.052,20,12,"Four Corners Brewing Company","Dallas"," TX"
"1473","Witbier",289,"Saint Archer White Ale",1868,0.05,15,12,"Saint Archer Brewery","San Diego"," CA"
"1474","American IPA",289,"Saint Archer IPA",1867,0.068,66,12,"Saint Archer Brewery","San Diego"," CA"
"1475","American Pale Ale (APA)",289,"Saint Archer Pale Ale",1865,0.052,40,12,"Saint Archer Brewery","San Diego"," CA"
"1476","Kölsch",289,"Saint Archer Blonde",1864,0.048,22,12,"Saint Archer Brewery","San Diego"," CA"
"1478","American IPA",291,"Supergoose IPA",1857,0.069,67,12,"Hale's Ales","Seattle"," WA"
"1480","American IPA",292,"IPA & a Half",1856,0.073,87,12,"Tommyknocker Brewery","Idaho Springs"," CO"
"1481","Vienna Lager",292,"Ornery Amber Lager (2003)",736,0.055,33,12,"Tommyknocker Brewery","Idaho Springs"," CO"
"1483","Hefeweizen",293,"On the Count of 3 (2015)",1778,0.07,42,16,"Baxter Brewing Company","Lewiston"," ME"
